899,368,266,0,935,1195,1550,765,0,0,308,402,252,201,198,762,0,357,0,80,119,208,413,0,352,333,379,384,391,809,483,0,438,245,657,1584,806,227,356,377,0,33,882,349,1,676,0,233,152,0,282,748,0,387,481,419,0,699,425,0,51,629,808,548,393,395,0,0,726,0,343,334,0,0,0,0,76,260,257,0,0,444,656,489,396,396,491,244,0,904,
5394,2213,1601,0,5615,4225,5225,4592,0,0,1853,2412,1517,1209,1191,4573,0,2143,0,484,715,1251,2478,0,2112,1999,2275,2305,2349,4858,2898,0,2632,1470,3943,5220,4840,1367,2137,2264,0,202,5295,2095,6,4056,0,1401,912,0,1693,4488,0,2322,2891,2517,0,4194,2553,0,311,3778,4852,3292,2361,2373,0,0,4358,0,2060,2004,0,0,0,0,457,1560,1546,0,0,2665,3941,2936,2376,2378,2946,1467,0,3372,
5394,5394,5394,5394,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,5615,
